no,name,start,end,loc
1872,张又侠,1990,1994,北京市北京市北京市
1873,张又侠,1994,2000,北京市北京市北京市
1874,张又侠,2000,2005,北京市北京市北京市
1875,张又侠,2005,2007,北京市北京市北京市
1876,张又侠,2007,2012,辽宁省沈阳市沈阳市
1877,张又侠,2012,2013,北京市北京市北京市
1878,张又侠,2013,2015,北京市北京市北京市
1879,张又侠,2015,2017,北京市北京市北京市
1880,张又侠,2017,2017,北京市北京市北京市
1881,张又侠,2017,2018,北京市北京市北京市
1882,张升民,2004,2008,北京市北京市北京市
1883,张升民,2008,2009,北京市北京市北京市
1884,张升民,2009,2012,北京市北京市北京市
1885,张升民,2012,2015,北京市北京市北京市
1886,张升民,2015,2016,北京市北京市北京市
1887,张升民,2016,2017,北京市北京市北京市
1888,张升民,2017,2018,北京市北京市北京市
1889,张升民,2017,2018,北京市北京市北京市
1890,张庆伟,1978,1982,北京市北京市北京市
1891,张庆伟,1982,1985,北京市北京市北京市
1892,张庆伟,1985,1988,北京市北京市北京市
1893,张庆伟,1988,1992,北京市北京市北京市
1894,张庆伟,1992,1996,北京市北京市北京市
1895,张庆伟,1996,1998,北京市北京市北京市
1896,张庆伟,1998,1999,北京市北京市北京市
1897,张庆伟,1999,2001,北京市北京市北京市
1898,张庆伟,2001,2002,北京市北京市北京市
1899,张庆伟,2002,2007,北京市北京市北京市
1900,张庆伟,2007,2008,北京市北京市北京市
1901,张庆伟,2008,2011,北京市北京市北京市
1902,张庆伟,2011,2012,天津市天津市河北区
1903,张庆伟,2012,2017,北京市北京市北京市
1904,张庆伟,2017,2017,黑龙江省哈尔滨市哈尔滨市
1905,张庆伟,2017,2017,黑龙江省哈尔滨市哈尔滨市
1906,张庆伟,2017,2018,黑龙江省哈尔滨市哈尔滨市
1907,张庆黎,1971,1976,山东省泰安市东平县
1908,张庆黎,1976,1976,山东省泰安市东平县
1909,张庆黎,1976,1979,山东省泰安市东平县
1910,张庆黎,1979,1983,北京市北京市北京市
1911,张庆黎,1983,1986,北京市北京市北京市
1912,张庆黎,1986,1988,山东省济南市济南市
1913,张庆黎,1988,1993,山东省东营市东营市
1914,张庆黎,1993,1995,山东省东营市东营市
1915,张庆黎,1995,1997,山东省泰安市泰安市
1916,张庆黎,1997,1997,山东省济南市济南市
1917,张庆黎,1997,1998,山东省济南市济南市
1918,张庆黎,1998,1998,山东省济南市济南市
1919,张庆黎,1998,1999,甘肃省兰州市兰州市
1920,张庆黎,1999,1999,甘肃省兰州市兰州市
1921,张庆黎,1999,2004,新疆维吾尔石河子市石河子市
1922,张庆黎,2004,2005,新疆维吾尔乌鲁木齐市乌鲁木齐市
1923,张庆黎,2005,2005,新疆维吾尔乌鲁木齐市乌鲁木齐市
1924,张庆黎,2005,2005,新疆维吾尔乌鲁木齐市乌鲁木齐市
1925,张庆黎,2005,2006,西藏自治区拉萨市拉萨市
1926,张庆黎,2006,2011,西藏自治区拉萨市拉萨市
1927,张庆黎,2011,2011,天津市天津市河北区
1928,张庆黎,2011,2012,天津市天津市河北区
1929,张庆黎,2012,2013,天津市天津市河北区
1930,张庆黎,2013,2014,天津市天津市河北区
1931,张庆黎,2014,2015,北京市北京市北京市
1932,张庆黎,2015,2018,北京市北京市北京市
1933,张纪南,1974,1975,天津市天津市塘沽区
1934,张纪南,1975,1978,天津市天津市塘沽区
1935,张纪南,1978,1982,湖北省武汉市武汉市
1936,张纪南,1982,1984,天津市天津市天津市
1937,张纪南,1984,1986,天津市天津市塘沽区
1938,张纪南,1986,1987,天津市天津市天津市
1939,张纪南,1987,1991,天津市天津市天津市
1940,张纪南,1991,1996,内蒙古自治区乌海市海南区
1941,张纪南,1996,1997,内蒙古自治区乌海市海南区
1942,张纪南,1997,1998,内蒙古自治区乌海市海南区
1943,张纪南,1998,2002,内蒙古自治区乌海市海南区
1944,张纪南,2002,2002,内蒙古自治区乌海市海南区
1945,张纪南,2002,2003,内蒙古自治区乌海市海南区
1946,张纪南,2003,2004,河南省郑州市郑州市
1947,张纪南,2004,2007,北京市北京市北京市
1948,张纪南,2007,2007,北京市北京市北京市
1949,张纪南,2007,2007,北京市北京市北京市
1950,张纪南,2007,2013,北京市北京市北京市
1951,张纪南,2013,2018,北京市北京市北京市
1952,张国清,1981,1985,吉林省长春市长春市
1953,张国清,1985,1987,北京市北京市北京市
1954,张国清,1987,1989,北京市北京市北京市
1955,张国清,1989,1993,北京市北京市北京市
1956,张国清,1993,1995,北京市北京市北京市
1957,张国清,1995,1996,北京市北京市北京市
1958,张国清,1996,1998,北京市北京市北京市
1959,张国清,1998,1998,北京市北京市北京市
1960,张国清,1998,1999,北京市北京市北京市
1961,张国清,1999,2004,北京市北京市北京市
1962,张国清,2004,2006,北京市北京市北京市
1963,张国清,2006,2007,北京市北京市北京市
1964,张国清,2007,2007,北京市北京市北京市
1965,张国清,2007,2008,北京市北京市北京市
1966,张国清,2008,2013,北京市北京市北京市
1967,张国清,2013,2016,重庆市重庆市重庆市
1968,张国清,2016,2017,重庆市重庆市重庆市
1969,张国清,2017,2017,重庆市重庆市重庆市
1970,张国清,2017,2018,重庆市重庆市重庆市
1971,张春贤,1970,1975,湖北省武汉市武汉市
1972,张春贤,1975,1976,西藏自治区拉萨市城关区
1973,张春贤,1976,1980,北京市北京市北京市
1974,张春贤,1980,1982,北京市北京市北京市
1975,张春贤,1982,1985,北京市北京市北京市
1976,张春贤,1985,1988,北京市北京市北京市
1977,张春贤,1988,1991,北京市北京市北京市
1978,张春贤,1991,1992,北京市北京市北京市
1979,张春贤,1992,1993,北京市北京市北京市
1980,张春贤,1993,1995,北京市北京市北京市
1981,张春贤,1995,1997,云南省昆明市昆明市
1982,张春贤,1997,1998,北京市北京市北京市
1983,张春贤,1998,1998,北京市北京市北京市
1984,张春贤,1998,2002,北京市北京市北京市
1985,张春贤,2002,2002,北京市北京市北京市
1986,张春贤,2002,2005,北京市北京市北京市
1987,张春贤,2005,2006,湖南省长沙市长沙市
1988,张春贤,2006,2010,湖南省长沙市长沙市
1989,张春贤,2010,2012,新疆维吾尔乌鲁木齐市乌鲁木齐市
1990,张春贤,2012,2016,新疆维吾尔乌鲁木齐市乌鲁木齐市
1991,张春贤,2016,2018,新疆维吾尔乌鲁木齐市乌鲁木齐市
1992,张晓明,1980,1984,北京市北京市北京市
1993,张晓明,1984,1986,北京市北京市北京市
1994,张晓明,1986,1988,北京市北京市北京市
1995,张晓明,1988,1990,北京市北京市北京市
1996,张晓明,1990,1992,北京市北京市北京市
1997,张晓明,1992,1994,北京市北京市北京市
1998,张晓明,1994,1997,港澳台港澳台香港
1999,张晓明,1997,1998,北京市北京市北京市
2000,张晓明,1998,2001,北京市北京市北京市
2001,张晓明,2001,2004,北京市北京市北京市
2002,张晓明,2004,2012,北京市北京市北京市
2003,张晓明,2012,2017,北京市北京市北京市
2004,张晓明,2017,2018,北京市北京市北京市
2005,张裔炯,1972,1979,青海省西宁市西宁市
2006,张裔炯,1979,1980,北京市北京市北京市
2007,张裔炯,1980,1983,青海省西宁市西宁市
2008,张裔炯,1983,1985,青海省西宁市西宁市
2009,张裔炯,1985,1990,青海省西宁市西宁市
2010,张裔炯,1990,1994,青海省西宁市西宁市
2011,张裔炯,1994,1996,青海省西宁市西宁市
2012,张裔炯,1996,1997,山西省运城市盐湖区
2013,张裔炯,1997,1997,山西省运城市盐湖区
2014,张裔炯,1997,1998,山西省运城市盐湖区
2015,张裔炯,1998,1999,青海省西宁市西宁市
2016,张裔炯,1999,1999,青海省西宁市西宁市
2017,张裔炯,1999,2000,青海省西宁市西宁市
2018,张裔炯,2000,2000,青海省西宁市西宁市
2019,张裔炯,2000,2006,青海省西宁市西宁市
2020,张裔炯,2006,2010,西藏自治区拉萨市拉萨市
2021,张裔炯,2010,2010,西藏自治区拉萨市拉萨市
2022,张裔炯,2010,2011,江西省南昌市南昌市
2023,张裔炯,2011,2011,江西省吉安市井冈山市
2024,张裔炯,2011,2012,江西省吉安市井冈山市
2025,张裔炯,2012,2012,江西省南昌市南昌市
2026,张裔炯,2012,2018,北京市北京市北京市
2027,陆昊,1985,1989,北京市北京市北京市
2028,陆昊,1989,1994,北京市北京市北京市
2029,陆昊,1994,1995,北京市北京市北京市
2030,陆昊,1995,1998,北京市北京市北京市
2031,陆昊,1998,1999,北京市北京市北京市
2032,陆昊,1999,1999,北京市北京市北京市
2033,陆昊,1999,2001,北京市北京市海淀区
2034,陆昊,2001,2003,北京市北京市海淀区
2035,陆昊,2003,2003,北京市北京市北京市
2036,陆昊,2003,2003,北京市北京市北京市
2037,陆昊,2003,2008,北京市北京市北京市
2038,陆昊,2008,2013,北京市北京市北京市
2039,陆昊,2013,2013,黑龙江省哈尔滨市哈尔滨市
2040,陆昊,2013,2018,黑龙江省哈尔滨市哈尔滨市
2041,陈希,1970,1975,福建省福州市福州市
2042,陈希,1975,1979,北京市北京市北京市
2043,陈希,1979,1979,福建省福州市福州市
2044,陈希,1979,1982,北京市北京市北京市
2045,陈希,1982,1984,北京市北京市北京市
2046,陈希,1984,1987,北京市北京市北京市
2047,陈希,1987,1990,北京市北京市北京市
2048,陈希,1990,1990,北京市北京市北京市
2049,陈希,1990,1992,北京市北京市北京市
2050,陈希,1992,1993,北京市北京市北京市
2051,陈希,1993,2000,北京市北京市北京市
2052,陈希,2000,2002,北京市北京市北京市
2053,陈希,2002,2008,北京市北京市北京市
2054,陈希,2008,2010,北京市北京市北京市
2055,陈希,2010,2011,辽宁省沈阳市沈阳市
2056,陈希,2011,2013,北京市北京市北京市
2057,陈希,2013,2017,北京市北京市北京市
2058,陈希,2017,2018,北京市北京市北京市
2059,陈武,1972,1975,河南省驻马店市西平县
2060,陈武,1975,1978,广西壮族自治区南宁市南宁市
2061,陈武,1978,1982,广西壮族自治区南宁市南宁市
2062,陈武,1982,1986,广西壮族自治区南宁市南宁市
2063,陈武,1986,1992,广西壮族自治区南宁市南宁市
2064,陈武,1992,1993,广西壮族自治区南宁市南宁市
2065,陈武,1993,1994,广西壮族自治区南宁市南宁市
2066,陈武,1994,1995,广西壮族自治区南宁市南宁市
2067,陈武,1995,1998,广西壮族自治区南宁市南宁市
2068,陈武,1998,2000,北京市北京市北京市
2069,陈武,2000,2003,北京市北京市北京市
2070,陈武,2003,2005,北京市北京市北京市
2071,陈武,2005,2008,广西壮族自治区南宁市南宁市
2072,陈武,2008,2011,广西壮族自治区钦州市钦州市
2073,陈武,2011,2011,广西壮族自治区南宁市南宁市
2074,陈武,2011,2013,广西壮族自治区南宁市南宁市
2075,陈武,2013,2013,广西壮族自治区南宁市南宁市
2076,陈武,2013,2018,广西壮族自治区南宁市南宁市
2077,陈豪,1973,1977,吉林省白山市临江市
2078,陈豪,1977,1978,吉林省白山市临江市
2079,陈豪,1978,1979,吉林省白山市临江市
2080,陈豪,1979,1979,上海市上海市静安区
2081,陈豪,1979,1983,上海市上海市静安区
2082,陈豪,1983,1985,上海市上海市静安区
2083,陈豪,1985,1990,上海市上海市静安区
2084,陈豪,1990,1990,上海市上海市静安区
2085,陈豪,1990,1992,上海市上海市静安区
2086,陈豪,1992,1993,上海市上海市静安区
2087,陈豪,1993,1993,上海市上海市静安区
2088,陈豪,1993,1995,上海市上海市静安区
2089,陈豪,1995,1996,上海市上海市静安区
2090,陈豪,1996,1997,上海市上海市静安区
2091,陈豪,1997,1998,上海市上海市上海市
2092,陈豪,1998,1999,上海市上海市上海市
2093,陈豪,1999,2003,上海市上海市上海市
2094,陈豪,2003,2003,上海市上海市上海市
2095,陈豪,2003,2008,上海市上海市上海市
2096,陈豪,2008,2010,上海市上海市上海市
2097,陈豪,2010,2011,上海市上海市上海市
2098,陈豪,2011,2013,北京市北京市北京市
2099,陈豪,2013,2014,北京市北京市北京市
2100,陈豪,2014,2015,云南省昆明市昆明市
2101,陈豪,2015,2016,云南省昆明市昆明市
2102,陈豪,2016,2016,云南省昆明市昆明市
2103,陈豪,2016,2017,云南省昆明市昆明市
2104,陈豪,2017,2018,云南省昆明市昆明市
2105,陈文清,1980,1984,北京市北京市北京市
2106,陈文清,1984,1986,四川省乐山市金口河区
2107,陈文清,1986,1990,四川省乐山市五通桥区
2108,陈文清,1990,1992,湖北省荆州市公安县
2109,陈文清,1992,1994,湖北省荆州市公安县
2110,陈文清,1994,1997,四川省成都市成都市
2111,陈文清,1997,1998,四川省成都市成都市
2112,陈文清,1998,2002,四川省成都市成都市
2113,陈文清,2002,2006,四川省成都市成都市
2114,陈文清,2006,2011,福建省福州市福州市
2115,陈文清,2011,2011,福建省福州市福州市
2116,陈文清,2011,2012,福建省福州市福州市
2117,陈文清,2012,2015,福建省福州市福州市
2118,陈文清,2015,2016,北京市北京市北京市
2119,陈文清,2016,2018,北京市北京市北京市
2120,陈吉宁,1981,1986,北京市北京市北京市
2121,陈吉宁,1986,1988,北京市北京市北京市
2122,陈吉宁,1988,1989,北京市北京市北京市
2123,陈吉宁,1989,1992,北京市北京市北京市
2124,陈吉宁,1992,1994,北京市北京市北京市
2125,陈吉宁,1994,1998,北京市北京市北京市
2126,陈吉宁,1998,1999,北京市北京市北京市
2127,陈吉宁,1999,2006,北京市北京市北京市
2128,陈吉宁,2006,2007,北京市北京市北京市
2129,陈吉宁,2007,2012,北京市北京市北京市
2130,陈吉宁,2012,2015,北京市北京市北京市
2131,陈吉宁,2015,2015,北京市北京市北京市
2132,陈吉宁,2015,2017,北京市北京市北京市
2133,陈吉宁,2017,2017,北京市北京市北京市
2134,陈吉宁,2017,2018,北京市北京市北京市
2135,陈全国,1973,1977,北京市北京市北京市
2136,陈全国,1977,1978,河南省驻马店市驻马店市
2137,陈全国,1978,1981,北京市北京市北京市
2138,陈全国,1981,1983,河南省驻马店市平舆县
2139,陈全国,1983,1985,河南省驻马店市驻马店市
2140,陈全国,1985,1988,河南省驻马店市驻马店市
2141,陈全国,1988,1992,河南省驻马店市遂平县
2142,陈全国,1992,1994,河南省驻马店市遂平县
2143,陈全国,1994,1996,河南省平顶山市平顶山市
2144,陈全国,1996,1998,湖北省武汉市武汉市
2145,陈全国,1998,2000,河南省郑州市郑州市
2146,陈全国,2000,2001,河南省郑州市郑州市
2147,陈全国,2001,2003,河南省郑州市郑州市
2148,陈全国,2003,2004,河南省郑州市郑州市
2149,陈全国,2004,2009,湖北省武汉市武汉市
2150,陈全国,2009,2010,天津市天津市河北区
2151,陈全国,2010,2011,天津市天津市河北区
2152,陈全国,2011,2016,西藏自治区拉萨市拉萨市
2153,陈全国,2016,2017,新疆维吾尔乌鲁木齐市乌鲁木齐市
2154,陈全国,2017,2018,新疆维吾尔乌鲁木齐市乌鲁木齐市
2155,陈求发,1973,1975,湖南省长沙市长沙市
2156,陈求发,1975,1978,北京市北京市北京市
2157,陈求发,1978,1983,北京市北京市北京市
2158,陈求发,1983,1988,北京市北京市北京市
2159,陈求发,1988,1991,北京市北京市北京市
2160,陈求发,1991,1994,北京市北京市北京市
2161,陈求发,1994,1995,北京市北京市北京市
2162,陈求发,1995,1997,北京市北京市北京市
2163,陈求发,1997,1998,北京市北京市北京市
2164,陈求发,1998,2000,北京市北京市北京市
2165,陈求发,2000,2005,北京市北京市北京市
2166,陈求发,2005,2007,北京市北京市北京市
2167,陈求发,2007,2008,北京市北京市北京市
2168,陈求发,2008,2008,北京市北京市北京市
2169,陈求发,2008,2010,北京市北京市北京市
2170,陈求发,2010,2011,北京市北京市北京市
2171,陈求发,2011,2013,北京市北京市北京市
2172,陈求发,2013,2015,湖南省长沙市长沙市
2173,陈求发,2015,2015,辽宁省沈阳市沈阳市
2174,陈求发,2015,2015,辽宁省沈阳市沈阳市
2175,陈求发,2015,2017,辽宁省沈阳市沈阳市
2176,陈求发,2017,2018,辽宁省沈阳市沈阳市
2177,陈宝生,1974,1975,甘肃省兰州市榆中县
2178,陈宝生,1975,1978,甘肃省兰州市榆中县
2179,陈宝生,1978,1982,北京市北京市北京市
2180,陈宝生,1982,1983,甘肃省兰州市兰州市
2181,陈宝生,1983,1985,甘肃省兰州市兰州市
2182,陈宝生,1985,1986,甘肃省兰州市兰州市
2183,陈宝生,1986,1988,甘肃省兰州市兰州市
2184,陈宝生,1988,1989,甘肃省兰州市兰州市
2185,陈宝生,1989,1991,甘肃省兰州市兰州市
2186,陈宝生,1991,1994,甘肃省兰州市兰州市
2187,陈宝生,1994,1996,甘肃省兰州市兰州市
2188,陈宝生,1996,1999,甘肃省兰州市兰州市
2189,陈宝生,1999,2002,甘肃省兰州市兰州市
2190,陈宝生,2002,2003,甘肃省兰州市兰州市
2191,陈宝生,2003,2004,甘肃省兰州市兰州市
2192,陈宝生,2004,2005,甘肃省兰州市兰州市
2193,陈宝生,2005,2005,甘肃省兰州市兰州市
2194,陈宝生,2005,2007,甘肃省兰州市兰州市
2195,陈宝生,2007,2008,甘肃省兰州市兰州市
2196,陈宝生,2008,2013,北京市北京市北京市
2197,陈宝生,2013,2016,北京市北京市北京市
2198,陈宝生,2016,2016,北京市北京市北京市
2199,陈宝生,2016,2018,北京市北京市北京市
2200,陈润儿,1975,1976,湖南省株洲市茶陵县
2201,陈润儿,1976,1977,湖南省株洲市茶陵县
2202,陈润儿,1977,1981,湖南省长沙市长沙市
2203,陈润儿,1981,1983,湖南省株洲市茶陵县
2204,陈润儿,1983,1985,湖南省长沙市长沙市
2205,陈润儿,1985,1987,湖南省长沙市长沙市
2206,陈润儿,1987,1990,湖南省长沙市长沙市
2207,陈润儿,1990,1992,湖南省长沙市长沙市
2208,陈润儿,1992,1994,湖南省郴州市郴州市
2209,陈润儿,1994,1995,湖南省郴州市郴州市
2210,陈润儿,1995,1997,湖南省郴州市郴州市
2211,陈润儿,1997,1998,湖南省长沙市长沙市
2212,陈润儿,1998,1999,湖南省长沙市长沙市
2213,陈润儿,1999,2000,湖南省长沙市长沙市
2214,陈润儿,2000,2001,湖南省湘潭市湘潭市
2215,陈润儿,2001,2003,湖南省湘潭市湘潭市
2216,陈润儿,2003,2006,湖南省湘潭市湘潭市
2217,陈润儿,2006,2013,湖南省长沙市长沙市
2218,陈润儿,2013,2016,黑龙江省哈尔滨市哈尔滨市
2219,陈润儿,2016,2016,河南省郑州市郑州市
2220,陈润儿,2016,2018,河南省郑州市郑州市
2221,陈敏尔,1978,1981,浙江省绍兴市绍兴市
2222,陈敏尔,1981,1982,浙江省绍兴市绍兴市
2223,陈敏尔,1982,1983,浙江省杭州市杭州市
2224,陈敏尔,1983,1984,浙江省绍兴市绍兴市
2225,陈敏尔,1984,1987,浙江省绍兴市绍兴市
2226,陈敏尔,1987,1989,浙江省绍兴市绍兴市
2227,陈敏尔,1989,1990,浙江省绍兴市绍兴市
2228,陈敏尔,1990,1991,浙江省绍兴市绍兴市
2229,陈敏尔,1991,1994,浙江省绍兴市绍兴市
2230,陈敏尔,1994,1996,浙江省绍兴市绍兴市
2231,陈敏尔,1996,1997,浙江省绍兴市绍兴市
2232,陈敏尔,1997,1999,浙江省宁波市宁波市
2233,陈敏尔,1999,1999,浙江省宁波市宁波市
2234,陈敏尔,1999,2001,北京市北京市北京市
2235,陈敏尔,2001,2002,浙江省杭州市杭州市
2236,陈敏尔,2002,2007,浙江省杭州市杭州市
2237,陈敏尔,2007,2012,浙江省杭州市杭州市
2238,陈敏尔,2012,2012,贵州省贵阳市贵阳市
2239,陈敏尔,2012,2013,贵州省贵阳市贵阳市
2240,陈敏尔,2013,2015,贵州省贵阳市贵阳市
2241,陈敏尔,2015,2016,贵州省贵阳市贵阳市
2242,陈敏尔,2016,2017,贵州省贵阳市贵阳市
2243,陈敏尔,2017,2017,重庆市重庆市重庆市
2244,陈敏尔,2017,2018,重庆市重庆市重庆市
2245,努尔兰·阿不都满金,1981,1985,北京市北京市北京市
2246,努尔兰·阿不都满金,1985,1987,新疆维吾尔乌鲁木齐市乌鲁木齐市
2247,努尔兰·阿不都满金,1987,1992,新疆维吾尔乌鲁木齐市乌鲁木齐市
2248,努尔兰·阿不都满金,1992,1993,新疆维吾尔伊犁哈萨克自治州伊犁哈萨克自治州
2249,努尔兰·阿不都满金,1993,2001,北京市北京市北京市
2250,努尔兰·阿不都满金,2001,2002,新疆维吾尔伊犁哈萨克自治州伊犁哈萨克自治州
2251,努尔兰·阿不都满金,2002,2002,新疆维吾尔伊犁哈萨克自治州伊犁哈萨克自治州
2252,努尔兰·阿不都满金,2002,2003,新疆维吾尔伊犁哈萨克自治州伊犁哈萨克自治州
2253,努尔兰·阿不都满金,2003,2004,新疆维吾尔乌鲁木齐市乌鲁木齐市
2254,努尔兰·阿不都满金,2004,2005,新疆维吾尔乌鲁木齐市乌鲁木齐市
2255,努尔兰·阿不都满金,2005,2006,新疆维吾尔乌鲁木齐市乌鲁木齐市
2256,努尔兰·阿不都满金,2006,2008,新疆维吾尔乌鲁木齐市乌鲁木齐市
2257,努尔兰·阿不都满金,2008,2013,新疆维吾尔乌鲁木齐市乌鲁木齐市
2258,努尔兰·阿不都满金,2013,2018,新疆维吾尔乌鲁木齐市乌鲁木齐市
2259,努尔兰·阿不都满金,2013,2018,北京市北京市北京市
2260,苗圩,1982,1997,北京市北京市北京市
2261,苗圩,1997,1999,黑龙江省佳木斯市东风区
2262,苗圩,1999,2005,黑龙江省佳木斯市东风区
2263,苗圩,2005,2008,湖北省武汉市武汉市
2264,苗圩,2008,2010,北京市北京市北京市
2265,苗圩,2010,2013,北京市北京市北京市
2266,苗圩,2013,2015,北京市北京市北京市
2267,苗圩,2015,2018,北京市北京市北京市
2268,苗华,1969,1973,北京市北京市北京市
2269,苗华,1973,1983,北京市北京市北京市
2270,苗华,1983,1985,北京市北京市北京市
2271,苗华,1985,1987,北京市北京市北京市
2272,苗华,1987,1991,北京市北京市北京市
2273,苗华,1991,1995,北京市北京市北京市
2274,苗华,1995,1999,北京市北京市北京市
2275,苗华,1999,2005,北京市北京市北京市
2276,苗华,2005,2010,北京市北京市北京市
2277,苗华,2010,2012,甘肃省兰州市兰州市
2278,苗华,2012,2014,甘肃省兰州市兰州市
2279,苗华,2014,2014,甘肃省兰州市兰州市
2280,苗华,2014,2017,北京市北京市北京市
2281,苗华,2017,2018,北京市北京市北京市
2282,苗华,2017,2018,北京市北京市北京市
2283,苟仲文,1957,2000,北京市北京市北京市
2284,苟仲文,2000,2002,北京市北京市北京市
2285,苟仲文,2002,2008,北京市北京市北京市
2286,苟仲文,2008,2012,北京市北京市北京市
2287,苟仲文,2012,2013,北京市北京市北京市
2288,苟仲文,2013,2016,北京市北京市北京市
2289,苟仲文,2016,2016,北京市北京市北京市
2290,苟仲文,2016,2016,北京市北京市北京市
2291,苟仲文,2016,2016,北京市北京市北京市
2292,苟仲文,2016,2016,北京市北京市北京市
2293,苟仲文,2016,2018,北京市北京市北京市
2294,范骁骏,2005,2008,北京市北京市北京市
2295,范骁骏,2008,2009,广东省广州市广州市
2296,范骁骏,2009,2014,北京市北京市北京市
2297,范骁骏,2014,2015,山东省济南市济南市
2298,范骁骏,2015,2016,北京市北京市北京市
2299,范骁骏,2016,2017,北京市北京市北京市
2300,范骁骏,2017,2018,北京市北京市北京市
2301,林铎,1974,1979,北京市北京市北京市
2302,林铎,1979,1979,北京市北京市北京市
2303,林铎,1979,1982,北京市北京市北京市
2304,林铎,1982,1984,北京市北京市北京市
2305,林铎,1984,1989,北京市北京市北京市
2306,林铎,1989,1989,北京市北京市北京市
2307,林铎,1989,1991,北京市北京市北京市
2308,林铎,1991,1992,北京市北京市北京市
2309,林铎,1992,1994,北京市北京市北京市
2310,林铎,1994,1999,北京市北京市北京市
2311,林铎,1999,2000,北京市北京市北京市
2312,林铎,2000,2002,北京市北京市北京市
2313,林铎,2002,2003,北京市北京市北京市
2314,林铎,2003,2003,北京市北京市西城区
2315,林铎,2003,2003,北京市北京市西城区
2316,林铎,2003,2006,北京市北京市西城区
2317,林铎,2006,2010,北京市北京市西城区
2318,林铎,2010,2010,北京市北京市北京市
2319,林铎,2010,2010,黑龙江省哈尔滨市哈尔滨市
2320,林铎,2010,2011,黑龙江省哈尔滨市哈尔滨市
2321,林铎,2011,2012,黑龙江省哈尔滨市哈尔滨市
2322,林铎,2012,2012,黑龙江省哈尔滨市哈尔滨市
2323,林铎,2012,2014,黑龙江省哈尔滨市哈尔滨市
2324,林铎,2014,2016,辽宁省沈阳市沈阳市
2325,林铎,2016,2016,甘肃省兰州市兰州市
2326,林铎,2016,2016,甘肃省兰州市兰州市
2327,林铎,2016,2017,甘肃省兰州市兰州市
2328,林铎,2017,2017,甘肃省兰州市兰州市
2329,林铎,2017,2017,甘肃省兰州市兰州市
2330,林铎,2017,2018,甘肃省兰州市兰州市
2331,尚宏,1960,2016,甘肃省酒泉市酒泉市
2332,尚宏,2016,2018,北京市北京市北京市
2333,金壮龙,1989,1993,上海市上海市上海市
2334,金壮龙,1993,1996,上海市上海市上海市
2335,金壮龙,1996,1998,上海市上海市上海市
2336,金壮龙,1998,1999,上海市上海市上海市
2337,金壮龙,1999,2001,上海市上海市上海市
2338,金壮龙,2004,2005,北京市北京市北京市
2339,金壮龙,2005,2008,北京市北京市北京市
2340,金壮龙,2008,2012,北京市北京市北京市
2341,金壮龙,2012,2017,北京市北京市北京市
2342,金壮龙,2017,2018,北京市北京市北京市
2343,周强,1976,1978,贵州省黔南布依族苗族自治州独山县
2344,周强,1978,1982,北京市北京市北京市
2345,周强,1982,1985,北京市北京市北京市
2346,周强,1985,1989,北京市北京市北京市
2347,周强,1989,1991,北京市北京市北京市
2348,周强,1991,1993,广东省深圳市深圳市
2349,周强,1993,1995,北京市北京市北京市
2350,周强,1995,1995,北京市北京市北京市
2351,周强,1995,1997,北京市北京市北京市
2352,周强,1997,1998,北京市北京市北京市
2353,周强,1998,2006,北京市北京市北京市
2354,周强,2006,2006,湖南省长沙市长沙市
2355,周强,2006,2007,湖南省长沙市长沙市
2356,周强,2007,2010,湖南省长沙市长沙市
2357,周强,2010,2010,湖南省长沙市长沙市
2358,周强,2010,2013,湖南省长沙市长沙市
2359,周强,2013,2018,湖南省长沙市长沙市
2360,周强,2015,2018,北京市北京市北京市
2361,周亚宁,1957,2008,安徽省黄山市祁门县
2362,周亚宁,2008,2009,云南省昆明市昆明市
2363,周亚宁,2009,2018,北京市北京市北京市
2364,周亚宁,2011,2015,北京市北京市北京市
2365,周亚宁,2015,2015,北京市北京市北京市
2366,周亚宁,2015,2017,北京市北京市北京市
2367,周亚宁,2017,2018,北京市北京市北京市
2368,郑和,1958,2013,江苏省南京市南京市
2369,郑和,2013,2015,北京市北京市北京市
2370,郑和,2015,2016,四川省成都市成都市
2371,郑和,2016,2017,北京市北京市北京市
2372,郑和,2017,2017,北京市北京市北京市
2373,郑和,2017,2018,北京市北京市北京市
2374,郑卫平,1970,2002,北京市北京市北京市
2375,郑卫平,2002,2003,北京市北京市北京市
2376,郑卫平,2003,2005,北京市北京市北京市
2377,郑卫平,2005,2007,北京市北京市北京市
2378,郑卫平,2007,2012,广东省广州市广州市
2379,郑卫平,2012,2016,江苏省南京市南京市
2380,郑卫平,2016,2017,北京市北京市北京市
2381,郑卫平,2017,2018,北京市北京市北京市
2382,郑晓松,1993,1996,北京市北京市北京市
2383,郑晓松,1996,1997,北京市北京市北京市
2384,郑晓松,2000,2004,北京市北京市北京市
2385,郑晓松,2005,2007,北京市北京市北京市
2386,郑晓松,2007,2012,北京市北京市北京市
2387,郑晓松,2012,2013,北京市北京市北京市
2388,郑晓松,2013,2016,福建省福州市福州市
2389,郑晓松,2016,2016,福建省福州市福州市
2390,郑晓松,2016,2016,福建省福州市福州市
2391,郑晓松,2016,2017,北京市北京市北京市
2392,郑晓松,2017,2018,港澳台港澳台澳门
2393,孟祥锋,1964,2007,北京市北京市北京市
2394,孟祥锋,2007,2008,浙江省杭州市杭州市
