no,name,start,end,loc
1334,李纪恒,1997,2018,广西壮族自治区南宁市南宁市
1335,李纪恒,2001,2018,广西壮族自治区南宁市南宁市
1336,李纪恒,2001,2018,广西壮族自治区南宁市南宁市
1337,李纪恒,2003,2018,广西壮族自治区南宁市南宁市
1338,李纪恒,2005,2018,广西壮族自治区南宁市南宁市
1339,李纪恒,2006,2018,云南省昆明市昆明市
1340,李纪恒,2006,2018,云南省昆明市昆明市
1341,李纪恒,2011,2018,云南省昆明市昆明市
1342,李纪恒,2011,2018,云南省昆明市昆明市
1343,李纪恒,2012,2018,云南省昆明市昆明市
1344,李纪恒,2014,2018,云南省昆明市昆明市
1345,李纪恒,2015,2018,云南省昆明市昆明市
1346,李纪恒,2016,2018,内蒙古自治区呼和浩特市呼和浩特市
1347,李纪恒,2016,2018,内蒙古自治区呼和浩特市呼和浩特市
1348,李纪恒,2017,2018,内蒙古自治区呼和浩特市呼和浩特市
1349,李克强,1974,1976,辽宁省沈阳市东陵区
1350,李克强,1976,1978,安徽省滁州市凤阳县
1351,李克强,1978,1982,北京市北京市北京市
1352,李克强,1982,1983,北京市北京市北京市
1353,李克强,1983,1983,北京市北京市北京市
1354,李克强,1983,1985,北京市北京市北京市
1355,李克强,1985,1993,北京市北京市北京市
1356,李克强,1993,1998,北京市北京市北京市
1357,李克强,1988,1994,北京市北京市北京市
1358,李克强,1998,1999,河南省郑州市郑州市
1359,李克强,1999,2002,河南省郑州市郑州市
1360,李克强,2002,2003,河南省郑州市郑州市
1361,李克强,2003,2004,河南省郑州市郑州市
1362,李克强,2004,2005,辽宁省沈阳市沈阳市
1363,李克强,2005,2007,辽宁省沈阳市沈阳市
1364,李克强,2007,2008,北京市北京市北京市
1365,李克强,2008,2013,北京市北京市北京市
1366,李克强,2013,2018,北京市北京市北京市
1367,李作成,1953,1979,北京市北京市北京市
1368,李作成,1979,1998,北京市北京市北京市
1369,李作成,1998,2002,北京市北京市北京市
1370,李作成,2002,2008,广东省广州市广州市
1371,李作成,2008,2013,四川省成都市成都市
1372,李作成,2013,2015,四川省成都市成都市
1373,李作成,2015,2017,北京市北京市北京市
1374,李作成,2017,2017,北京市北京市北京市
1375,李作成,2017,2018,北京市北京市北京市
1376,李尚福,1958,2013,四川省凉山彝族自治州西昌市
1377,李尚福,2013,2014,北京市北京市北京市
1378,李尚福,2014,2016,北京市北京市北京市
1379,李尚福,2016,2017,北京市北京市北京市
1380,李尚福,2017,2018,北京市北京市北京市
1381,李国英,1980,1984,北京市北京市北京市
1382,李国英,1984,1987,北京市北京市北京市
1383,李国英,1987,1991,北京市北京市北京市
1384,李国英,1991,1992,北京市北京市北京市
1385,李国英,1992,1994,北京市北京市北京市
1386,李国英,1994,1995,北京市北京市北京市
1387,李国英,1995,1995,北京市北京市北京市
1388,李国英,1995,1997,北京市北京市北京市
1389,李国英,1997,1998,北京市北京市北京市
1390,李国英,1998,1999,北京市北京市北京市
1391,李国英,1999,1999,黑龙江省哈尔滨市哈尔滨市
1392,李国英,1999,2001,黑龙江省哈尔滨市哈尔滨市
1393,李国英,2001,2011,北京市北京市北京市
1394,李国英,2011,2015,北京市北京市北京市
1395,李国英,2015,2015,安徽省合肥市合肥市
1396,李国英,2015,2016,安徽省合肥市合肥市
1397,李国英,2016,2016,安徽省合肥市合肥市
1398,李国英,2016,2016,安徽省合肥市合肥市
1399,李国英,2017,2018,安徽省合肥市合肥市
1400,李桥铭,1976,2010,北京市北京市北京市
1401,李桥铭,2010,2011,北京市北京市北京市
1402,李桥铭,2011,2013,北京市北京市北京市
1403,李桥铭,2013,2016,北京市北京市北京市
1404,李桥铭,2016,2017,北京市北京市北京市
1405,李桥铭,2017,2017,北京市北京市北京市
1406,李桥铭,2017,2018,北京市北京市北京市
1407,李晓红,1978,1982,北京市北京市北京市
1408,李晓红,1982,1985,北京市北京市北京市
1409,李晓红,1985,1991,北京市北京市北京市
1410,李晓红,1991,1994,北京市北京市北京市
1411,李晓红,1994,1997,北京市北京市北京市
1412,李晓红,1997,1998,北京市北京市北京市
1413,李晓红,1998,2003,北京市北京市北京市
1414,李晓红,2003,2010,北京市北京市北京市
1415,李晓红,2010,2016,北京市北京市北京市
1416,李晓红,2016,2017,北京市北京市北京市
1417,李晓红,2017,2018,北京市北京市北京市
1418,李晓红,2011,2018,北京市北京市北京市
1419,李鸿忠,1975,1978,辽宁省沈阳市苏家屯区
1420,李鸿忠,1978,1982,北京市北京市北京市
1421,李鸿忠,1982,1984,辽宁省沈阳市沈阳市
1422,李鸿忠,1984,1985,辽宁省沈阳市沈阳市
1423,李鸿忠,1985,1985,辽宁省沈阳市沈阳市
1424,李鸿忠,1985,1987,北京市北京市北京市
1425,李鸿忠,1987,1988,北京市北京市北京市
1426,李鸿忠,1988,1995,广东省惠州市惠州市
1427,李鸿忠,1995,2000,广东省惠州市惠州市
1428,李鸿忠,2000,2001,广东省惠州市惠州市
1429,李鸿忠,2001,2002,广东省广州市广州市
1430,李鸿忠,2002,2003,广东省广州市广州市
1431,李鸿忠,2003,2004,广东省深圳市深圳市
1432,李鸿忠,2004,2005,广东省深圳市深圳市
1433,李鸿忠,2005,2007,广东省深圳市深圳市
1434,李鸿忠,2007,2008,湖北省武汉市武汉市
1435,李鸿忠,2008,2010,湖北省武汉市武汉市
1436,李鸿忠,2010,2011,湖北省武汉市武汉市
1437,李鸿忠,2011,2016,湖北省武汉市武汉市
1438,李鸿忠,2016,2017,天津市天津市天津市
1439,李鸿忠,2017,2018,天津市天津市天津市
1440,李锦斌,1974,1979,吉林省吉林市吉林市
1441,李锦斌,1979,1980,吉林省长春市长春市
1442,李锦斌,1980,1982,吉林省长春市长春市
1443,李锦斌,1982,1984,吉林省吉林市吉林市
1444,李锦斌,1984,1985,吉林省吉林市吉林市
1445,李锦斌,1985,1989,吉林省吉林市吉林市
1446,李锦斌,1989,1991,吉林省吉林市吉林市
1447,李锦斌,1991,1992,吉林省吉林市吉林市
1448,李锦斌,1992,1994,吉林省长春市长春市
1449,李锦斌,1994,1995,吉林省长春市长春市
1450,李锦斌,1995,1997,吉林省长春市长春市
1451,李锦斌,1997,1997,吉林省吉林市吉林市
1452,李锦斌,1997,1998,吉林省吉林市吉林市
1453,李锦斌,1998,2001,吉林省吉林市吉林市
1454,李锦斌,2001,2002,吉林省辽源市辽源市
1455,李锦斌,2002,2007,吉林省吉林市吉林市
1456,李锦斌,2007,2013,陕西省西安市西安市
1457,李锦斌,2013,2013,安徽省合肥市合肥市
1458,李锦斌,2013,2015,安徽省合肥市合肥市
1459,李锦斌,2015,2015,安徽省合肥市合肥市
1460,李锦斌,2015,2016,安徽省合肥市合肥市
1461,李锦斌,2016,2016,安徽省合肥市合肥市
1462,李锦斌,2016,2017,安徽省合肥市合肥市
1463,李锦斌,2017,2018,安徽省合肥市合肥市
1464,杨学军,1963,1983,北京市北京市北京市
1465,杨学军,1991,2004,北京市北京市北京市
1466,杨学军,2004,2007,北京市北京市北京市
1467,杨学军,2007,2009,北京市北京市北京市
1468,杨学军,2009,2011,北京市北京市北京市
1469,杨学军,2011,2017,北京市北京市北京市
1470,杨学军,2017,2011,北京市北京市北京市
1471,杨学军,2011,2013,北京市北京市北京市
1472,杨学军,2013,2018,北京市北京市北京市
1473,杨洁篪,1968,1972,浙江省金华市浦江县
1474,杨洁篪,1972,1973,北京市北京市北京市
1475,杨洁篪,1973,1975,北京市北京市北京市
1476,杨洁篪,1975,1983,北京市北京市北京市
1477,杨洁篪,1983,1987,北京市北京市北京市
1478,杨洁篪,1987,1990,北京市北京市北京市
1479,杨洁篪,1990,1993,北京市北京市北京市
1480,杨洁篪,1993,1995,北京市北京市北京市
1481,杨洁篪,1995,1998,北京市北京市北京市
1482,杨洁篪,1998,2000,北京市北京市北京市
1483,杨洁篪,2000,2004,北京市北京市北京市
1484,杨洁篪,2004,2005,北京市北京市北京市
1485,杨洁篪,2005,2007,北京市北京市北京市
1486,杨洁篪,2001,2006,江苏省南京市南京市
1487,杨洁篪,2007,2013,北京市北京市北京市
1488,杨洁篪,2013,2017,北京市北京市北京市
1489,杨洁篪,2017,2018,北京市北京市北京市
1490,杨振武,1975,1978,天津市天津市南开区
1491,杨振武,1978,1984,北京市北京市北京市
1492,杨振武,1984,1989,天津市天津市河北区
1493,杨振武,1989,1996,北京市北京市北京市
1494,杨振武,1996,2001,北京市北京市北京市
1495,杨振武,2001,2004,北京市北京市北京市
1496,杨振武,2004,2005,北京市北京市北京市
1497,杨振武,2005,2006,北京市北京市北京市
1498,杨振武,2006,2009,北京市北京市北京市
1499,杨振武,2009,2013,上海市上海市上海市
1500,杨振武,2013,2014,北京市北京市北京市
1501,杨振武,2014,2018,北京市北京市北京市
1502,杨晓渡,1970,1973,辽宁省锦州市太和区
1503,杨晓渡,1973,1976,上海市上海市上海市
1504,杨晓渡,1976,1984,西藏自治区那曲地区那曲地区
1505,杨晓渡,1984,1986,西藏自治区那曲地区那曲地区
1506,杨晓渡,1986,1992,西藏自治区那曲地区那曲地区
1507,杨晓渡,1992,1995,西藏自治区昌都地区昌都地区
1508,杨晓渡,1995,1998,西藏自治区拉萨市拉萨市
1509,杨晓渡,1998,2001,西藏自治区拉萨市拉萨市
1510,杨晓渡,2001,2006,上海市上海市上海市
1511,杨晓渡,1998,2001,北京市北京市北京市
1512,杨晓渡,2006,2012,上海市上海市上海市
1513,杨晓渡,2012,2014,上海市上海市上海市
1514,杨晓渡,2014,2016,北京市北京市北京市
1515,杨晓渡,2016,2017,北京市北京市北京市
1516,杨晓渡,2017,2018,北京市北京市北京市
1517,肖捷,1976,1978,北京市北京市北京市
1518,肖捷,1978,1982,北京市北京市北京市
1519,肖捷,1982,1987,北京市北京市北京市
1520,肖捷,1987,1991,北京市北京市北京市
1521,肖捷,1991,1993,辽宁省阜新市阜新市
1522,肖捷,1993,1994,北京市北京市北京市
1523,肖捷,1994,1998,北京市北京市北京市
1524,肖捷,1998,2000,北京市北京市北京市
1525,肖捷,2000,2001,北京市北京市北京市
1526,肖捷,2001,2005,北京市北京市北京市
1527,肖捷,2005,2007,湖南省长沙市长沙市
1528,肖捷,2007,2013,北京市北京市北京市
1529,肖捷,2013,2016,北京市北京市北京市
1530,肖捷,2016,2017,北京市北京市北京市
1531,肖捷,2017,2018,北京市北京市北京市
1532,肖亚庆,1978,1982,北京市北京市北京市
1533,肖亚庆,1982,1985,黑龙江省哈尔滨市哈尔滨市
1534,肖亚庆,1985,1986,北京市北京市北京市
1535,肖亚庆,1986,1992,北京市北京市北京市
1536,肖亚庆,1992,1994,北京市北京市北京市
1537,肖亚庆,1994,1995,北京市北京市北京市
1538,肖亚庆,1995,1998,北京市北京市北京市
1539,肖亚庆,1998,1999,北京市北京市北京市
1540,肖亚庆,1999,2000,北京市北京市北京市
1541,肖亚庆,2000,2003,北京市北京市北京市
1542,肖亚庆,2003,2004,北京市北京市北京市
1543,肖亚庆,2004,2004,北京市北京市北京市
1544,肖亚庆,2004,2009,北京市北京市北京市
1545,肖亚庆,2004,2009,北京市北京市北京市
1546,肖亚庆,2009,2016,北京市北京市北京市
1547,肖亚庆,2016,2018,北京市北京市北京市
1548,吴社洲,1958,2011,北京市北京市北京市
1549,吴社洲,2011,2012,湖北省武汉市武汉市
1550,吴社洲,2012,2013,广东省广州市广州市
1551,吴社洲,2013,2014,广东省广州市广州市
1552,吴社洲,2014,2016,山东省济南市济南市
1553,吴社洲,2016,2016,北京市北京市北京市
1554,吴社洲,2016,2018,北京市北京市北京市
1555,吴英杰,1974,1977,西藏自治区拉萨市拉萨市
1556,吴英杰,1977,1979,西藏自治区拉萨市拉萨市
1557,吴英杰,1979,1983,西藏自治区拉萨市拉萨市
1558,吴英杰,1983,1987,西藏自治区拉萨市拉萨市
1559,吴英杰,1987,1993,西藏自治区拉萨市拉萨市
1560,吴英杰,1993,1994,西藏自治区拉萨市拉萨市
1561,吴英杰,1994,1998,西藏自治区拉萨市拉萨市
1562,吴英杰,1998,2000,西藏自治区拉萨市拉萨市
1563,吴英杰,2000,2000,西藏自治区拉萨市拉萨市
1564,吴英杰,2000,2003,西藏自治区拉萨市拉萨市
1565,吴英杰,2003,2005,西藏自治区拉萨市拉萨市
1566,吴英杰,2005,2005,西藏自治区拉萨市拉萨市
1567,吴英杰,2005,2006,西藏自治区拉萨市拉萨市
1568,吴英杰,2006,2006,西藏自治区拉萨市拉萨市
1569,吴英杰,2006,2011,西藏自治区拉萨市拉萨市
1570,吴英杰,2011,2013,西藏自治区拉萨市拉萨市
1571,吴英杰,2013,2016,西藏自治区拉萨市拉萨市
1572,吴英杰,2016,2016,西藏自治区拉萨市拉萨市
1573,吴英杰,2016,2018,西藏自治区拉萨市拉萨市
1574,吴政隆,1980,1984,山西省太原市太原市
1575,吴政隆,1984,1987,内蒙古自治区呼和浩特市呼和浩特市
1576,吴政隆,1987,1988,北京市北京市北京市
1577,吴政隆,1988,1990,北京市北京市北京市
1578,吴政隆,1990,1993,北京市北京市北京市
1579,吴政隆,1993,1998,北京市北京市北京市
1580,吴政隆,1998,1999,北京市北京市北京市
1581,吴政隆,1999,1999,北京市北京市北京市
1582,吴政隆,1999,2002,重庆市重庆市重庆市
1583,吴政隆,2002,2003,重庆市重庆市万州区
1584,吴政隆,2003,2007,重庆市重庆市万州区
1585,吴政隆,2007,2007,重庆市重庆市万州区
1586,吴政隆,2007,2013,重庆市重庆市万州区
1587,吴政隆,2013,2013,重庆市重庆市万州区
1588,吴政隆,2013,2014,重庆市重庆市重庆市
1589,吴政隆,2014,2016,山西省太原市太原市
1590,吴政隆,2016,2016,江苏省南京市南京市
1591,吴政隆,2016,2017,浙江省宁波市江北区
1592,吴政隆,2017,2017,江苏省南京市南京市
1593,吴政隆,2017,2018,江苏省南京市南京市
1594,邱学强,1975,1978,青海省西宁市西宁市
1595,邱学强,1978,1987,青海省西宁市西宁市
1596,邱学强,1987,1989,青海省西宁市西宁市
1597,邱学强,1989,1991,青海省西宁市西宁市
1598,邱学强,1991,1993,青海省西宁市西宁市
1599,邱学强,1993,1995,北京市北京市北京市
1600,邱学强,1995,1997,北京市北京市北京市
1601,邱学强,1997,1999,北京市北京市北京市
1602,邱学强,1999,1999,北京市北京市北京市
1603,邱学强,1999,2000,北京市北京市北京市
1604,邱学强,2000,2001,北京市北京市北京市
1605,邱学强,2001,2002,北京市北京市北京市
1606,邱学强,2002,2007,北京市北京市北京市
1607,邱学强,2007,2017,北京市北京市北京市
1608,邱学强,2017,2018,北京市北京市北京市
1609,何平,1957,2017,四川省成都市成都市
1610,何平,2017,2018,北京市北京市北京市
1611,何立峰,1973,1976,福建省龙岩市永定县
1612,何立峰,1976,1978,福建省龙岩市永定县
1613,何立峰,1978,1982,北京市北京市北京市
1614,何立峰,1982,1984,北京市北京市北京市
1615,何立峰,1984,1984,福建省厦门市厦门市
1616,何立峰,1984,1985,福建省厦门市厦门市
1617,何立峰,1985,1990,福建省厦门市厦门市
1618,何立峰,1990,1992,福建省厦门市厦门市
1619,何立峰,1992,1995,福建省厦门市厦门市
1620,何立峰,1995,2000,福建省泉州市泉州市
1621,何立峰,2000,2001,福建省福州市福州市
1622,何立峰,2001,2005,福建省福州市福州市
1623,何立峰,2005,2009,福建省厦门市厦门市
1624,何立峰,2009,2009,天津市天津市天津市
1625,何立峰,2009,2009,天津市天津市塘沽区
1626,何立峰,2009,2013,天津市天津市滨海新区
1627,何立峰,2013,2013,天津市天津市天津市
1628,何立峰,2013,2014,天津市天津市天津市
1629,何立峰,2014,2017,北京市北京市北京市
1630,何立峰,2017,2018,北京市北京市北京市
1631,应勇,1976,2018,云南省玉溪市澄江县
1632,应勇,1977,2018,云南省玉溪市澄江县
1633,应勇,1982,2018,浙江省台州市黄岩区
1634,应勇,1983,2018,浙江省台州市黄岩区
1635,应勇,1983,2018,浙江省台州市台州市
1636,应勇,1984,2018,北京市北京市北京市
1637,应勇,1986,2018,浙江省台州市台州市
1638,应勇,1992,2018,浙江省台州市台州市
1639,应勇,1992,2018,浙江省台州市台州市
1640,应勇,1992,2018,湖北省荆州市公安县
1641,应勇,1993,2018,湖北省荆州市公安县
1642,应勇,1995,2018,浙江省杭州市杭州市
1643,应勇,1999,2018,浙江省杭州市杭州市
1644,应勇,2003,2018,浙江省杭州市杭州市
1645,应勇,2003,2018,浙江省杭州市杭州市
1646,应勇,2005,2018,浙江省杭州市杭州市
1647,应勇,2006,2018,浙江省杭州市杭州市
1648,应勇,2006,2018,浙江省杭州市杭州市
1649,应勇,2007,2018,上海市上海市上海市
1650,应勇,2008,2018,上海市上海市上海市
1651,应勇,2013,2018,上海市上海市上海市
1652,应勇,2014,2018,上海市上海市上海市
1653,应勇,2014,2018,上海市上海市上海市
1654,应勇,2016,2018,上海市上海市上海市
1655,应勇,2017,2018,上海市上海市上海市
1656,魏凤和,1970,1990,北京市北京市北京市
1657,魏凤和,1990,1994,北京市北京市北京市
1658,魏凤和,1994,2001,北京市北京市北京市
1659,魏凤和,2001,2002,北京市北京市北京市
1660,魏凤和,2002,2004,北京市北京市北京市
1661,魏凤和,2004,2006,北京市北京市北京市
1662,魏凤和,2006,2010,北京市北京市北京市
1663,魏凤和,2010,2012,北京市北京市北京市
1664,魏凤和,2012,2012,北京市北京市北京市
1665,魏凤和,2012,2013,北京市北京市北京市
1666,魏凤和,2013,2015,北京市北京市北京市
1667,魏凤和,2015,2017,北京市北京市北京市
1668,魏凤和,2017,2018,北京市北京市北京市
1669,穆虹,1976,1978,北京市北京市延庆县
1670,穆虹,1978,1982,北京市北京市北京市
1671,穆虹,1982,1988,北京市北京市北京市
1672,穆虹,1988,1994,北京市北京市北京市
1673,潘立刚,1975,1978,北京市北京市平谷区
1674,潘立刚,1978,1981,北京市北京市北京市
1675,潘立刚,1981,1984,北京市北京市北京市
1676,潘立刚,1984,2004,北京市北京市北京市
1677,潘立刚,2004,2006,北京市北京市北京市
1678,潘立刚,2006,2006,湖北省武汉市武汉市
1679,潘立刚,2006,2008,湖北省武汉市武汉市
1680,潘立刚,2008,2010,湖北省武汉市武汉市
1681,潘立刚,2010,2013,北京市北京市北京市
1682,潘立刚,2013,2013,北京市北京市北京市
1683,潘立刚,2013,2016,北京市北京市北京市
1684,潘立刚,2016,2016,北京市北京市北京市
1685,潘立刚,2016,2018,北京市北京市北京市
1686,黎火辉,1963,2011,福建省福州市福州市
1687,黎火辉,2011,2015,北京市北京市北京市
1688,黎火辉,2015,2017,北京市北京市北京市
1689,黎火辉,2017,2018,北京市北京市北京市
1690,雒树刚,1978,1982,北京市北京市北京市
1691,雒树刚,1983,1986,北京市北京市北京市
1692,雒树刚,1986,2000,北京市北京市北京市
1693,雒树刚,2000,2008,北京市北京市北京市
1694,雒树刚,2008,2014,北京市北京市北京市
1695,雒树刚,2014,2018,北京市北京市北京市
1696,冷溶,1969,1973,黑龙江省哈尔滨市哈尔滨市
1697,冷溶,1973,1974,北京市北京市北京市
1698,冷溶,1974,1979,北京市北京市北京市
1699,冷溶,1979,1983,北京市北京市北京市
1700,冷溶,1983,1988,北京市北京市北京市
1701,冷溶,1988,1992,北京市北京市北京市
1702,冷溶,1992,1994,北京市北京市北京市
1703,冷溶,1994,1995,北京市北京市北京市
1704,冷溶,1995,1997,北京市北京市北京市
1705,冷溶,1997,2001,山东省济南市济南市
1706,冷溶,2001,2004,北京市北京市北京市
1707,冷溶,2004,2007,北京市北京市北京市
1708,冷溶,2007,2009,北京市北京市北京市
1709,冷溶,2008,2018,北京市北京市北京市
1710,冷溶,2009,2018,北京市北京市北京市
1711,汪洋,1972,1976,安徽省合肥市合肥市
1712,汪洋,1976,1979,安徽省合肥市合肥市
1713,汪洋,1979,1980,北京市北京市北京市
1714,汪洋,1980,1981,安徽省合肥市合肥市
1715,汪洋,1981,1982,安徽省合肥市合肥市
1716,汪洋,1982,1983,安徽省合肥市合肥市
1717,汪洋,1983,1984,安徽省合肥市合肥市
1718,汪洋,1984,1987,安徽省合肥市合肥市
1719,汪洋,1987,1988,安徽省合肥市合肥市
1720,汪洋,1988,1992,安徽省铜陵市铜陵市
1721,汪洋,1992,1993,安徽省合肥市合肥市
1722,汪洋,1993,1993,安徽省合肥市合肥市
1723,汪洋,1993,1998,安徽省合肥市合肥市
1724,汪洋,1998,1999,安徽省合肥市合肥市
1725,汪洋,1999,2003,北京市北京市北京市
1726,汪洋,2003,2005,北京市北京市北京市
1727,汪洋,2005,2006,重庆市重庆市重庆市
1728,汪洋,2006,2007,重庆市重庆市重庆市
1729,汪洋,2007,2007,重庆市重庆市重庆市
1730,汪洋,2007,2012,广东省广州市广州市
1731,汪洋,2012,2013,北京市北京市北京市
1732,汪洋,2013,2017,北京市北京市北京市
1733,汪洋,2017,2018,北京市北京市北京市
1734,汪永清,1975,1979,江西省鹰潭市贵溪市
1735,汪永清,1979,1981,江西省鹰潭市贵溪市
1736,汪永清,1981,1985,北京市北京市北京市
1737,汪永清,1985,1987,北京市北京市北京市
1738,汪永清,1987,1991,北京市北京市北京市
1739,汪永清,1991,1993,北京市北京市北京市
1740,汪永清,1993,1996,河北省秦皇岛市秦皇岛市
1741,汪永清,1996,1997,北京市北京市北京市
1742,汪永清,1997,1998,北京市北京市北京市
1743,汪永清,1998,1999,北京市北京市北京市
1744,汪永清,1999,2001,北京市北京市北京市
1745,汪永清,2001,2003,北京市北京市北京市
1746,汪永清,2003,2004,北京市北京市北京市
1747,汪永清,2004,2008,北京市北京市北京市
1748,汪永清,2008,2012,北京市北京市北京市
1749,汪永清,2012,2012,北京市北京市北京市
1750,汪永清,2012,2012,北京市北京市北京市
1751,汪永清,2012,2013,北京市北京市北京市
1752,汪永清,2013,2018,北京市北京市北京市
1753,沈金龙,1956,2011,北京市北京市北京市
1754,沈金龙,2011,2018,北京市北京市北京市
1755,沈金龙,2014,2018,北京市北京市北京市
1756,沈金龙,2014,2018,广东省佛山市南海区
1757,沈金龙,2016,2018,北京市北京市北京市
1758,沈金龙,2017,2018,北京市北京市北京市
1759,沈晓明,1979,1984,浙江省温州市温州市
1760,沈晓明,1984,1987,浙江省温州市温州市
1761,沈晓明,1987,1987,北京市北京市北京市
1762,沈晓明,1987,1988,浙江省温州市温州市
1763,沈晓明,1988,1991,上海市上海市上海市
1764,沈晓明,1991,1996,上海市上海市上海市
1765,沈晓明,1996,1998,上海市上海市上海市
1766,沈晓明,1998,2003,上海市上海市上海市
1767,沈晓明,2003,2005,上海市上海市上海市
1768,沈晓明,2005,2006,上海市上海市上海市
1769,沈晓明,2006,2006,上海市上海市上海市
1770,沈晓明,2006,2008,上海市上海市上海市
1771,沈晓明,2008,2013,上海市上海市上海市
1772,沈晓明,2013,2013,上海市上海市浦东新区
1773,沈晓明,2013,2015,上海市上海市浦东新区
1774,沈晓明,2015,2016,上海市上海市上海市
1775,沈晓明,2016,2017,北京市北京市北京市
1776,沈晓明,2017,2017,内蒙古自治区乌海市海南区
1777,沈晓明,2017,2017,内蒙古自治区乌海市海南区
1778,沈晓明,2017,2018,内蒙古自治区乌海市海南区
1779,沈跃跃,1977,1978,陕西省商洛市镇安县
1780,沈跃跃,1978,1980,浙江省宁波市宁波市
1781,沈跃跃,1980,1983,浙江省宁波市宁波市
1782,沈跃跃,1983,1984,浙江省宁波市宁波市
1783,沈跃跃,1984,1986,浙江省宁波市宁波市
1784,沈跃跃,1986,1991,浙江省杭州市杭州市
1785,沈跃跃,1991,1993,浙江省杭州市杭州市
1786,沈跃跃,1993,1997,浙江省杭州市杭州市
1787,沈跃跃,1997,1998,浙江省绍兴市绍兴市
1788,沈跃跃,1998,1999,浙江省杭州市杭州市
1789,沈跃跃,1999,2001,浙江省杭州市杭州市
1790,沈跃跃,2001,2002,安徽省合肥市合肥市
1791,沈跃跃,2002,2003,北京市北京市北京市
1792,沈跃跃,2003,2007,北京市北京市北京市
1793,沈跃跃,2007,2007,北京市北京市北京市
1794,沈跃跃,2007,2013,北京市北京市北京市
1795,沈跃跃,2013,2018,北京市北京市北京市
1796,沈德咏,1972,1975,江西省九江市修水县
1797,沈德咏,1975,1977,江西省南昌市南昌市
1798,沈德咏,1977,1980,江西省南昌市南昌市
1799,沈德咏,1980,1983,北京市北京市北京市
1800,沈德咏,1983,1988,北京市北京市北京市
1801,沈德咏,1988,1993,江西省南昌市南昌市
1802,沈德咏,1993,1997,江西省南昌市南昌市
1803,沈德咏,1997,1998,江西省南昌市南昌市
1804,沈德咏,1998,1998,北京市北京市北京市
1805,沈德咏,1998,2006,北京市北京市北京市
1806,沈德咏,2006,2008,上海市上海市上海市
1807,沈德咏,2008,2018,北京市北京市北京市
1808,怀进鹏,1980,1984,吉林省吉林市吉林市
1809,怀进鹏,1984,1987,北京市北京市北京市
1810,怀进鹏,1987,1994,北京市北京市北京市
1811,怀进鹏,1994,1997,北京市北京市北京市
1812,怀进鹏,1997,2000,北京市北京市北京市
1813,怀进鹏,2000,2003,北京市北京市北京市
1814,怀进鹏,2003,2003,北京市北京市北京市
1815,怀进鹏,2003,2009,北京市北京市北京市
1816,怀进鹏,2009,2015,北京市北京市北京市
1817,怀进鹏,2015,2016,北京市北京市北京市
1818,怀进鹏,2016,2017,天津市天津市天津市
1819,怀进鹏,2017,2017,北京市北京市北京市
1820,怀进鹏,2017,2018,北京市北京市北京市
1821,宋丹,1978,1982,云南省昆明市昆明市
1822,宋丹,2007,2010,北京市北京市北京市
1823,宋丹,2010,2016,北京市北京市北京市
1824,宋丹,2016,2018,北京市北京市北京市
1825,宋丹,2017,2018,北京市北京市北京市
1826,宋涛,1973,1978,福建省三明市沙县
1827,宋涛,1978,2001,福建省福州市福州市
1828,宋涛,2001,2008,北京市北京市北京市
1829,宋涛,2008,2018,北京市北京市北京市
1830,宋涛,2011,2018,北京市北京市北京市
1831,宋涛,2013,2018,北京市北京市北京市
1832,宋涛,2014,2018,北京市北京市北京市
1833,宋涛,2015,2018,北京市北京市北京市
1834,宋秀岩,1971,1976,青海省西宁市西宁市
1835,宋秀岩,1976,1983,青海省西宁市西宁市
1836,宋秀岩,1983,1983,青海省西宁市西宁市
1837,宋秀岩,1983,1988,青海省西宁市西宁市
1838,宋秀岩,1989,1992,青海省海东地区海东地区
1839,宋秀岩,1992,1993,青海省西宁市西宁市
1840,宋秀岩,1993,1995,青海省西宁市西宁市
1841,宋秀岩,1995,1995,青海省西宁市西宁市
1842,宋秀岩,1995,1998,青海省西宁市西宁市
1843,宋秀岩,1998,2000,青海省西宁市西宁市
1844,宋秀岩,2000,2004,青海省西宁市西宁市
1845,宋秀岩,2004,2005,青海省西宁市西宁市
1846,宋秀岩,2005,2009,青海省西宁市西宁市
1847,宋秀岩,2010,2018,北京市北京市北京市
1848,张军,1973,1975,吉林省长春市农安县
1849,张军,1975,1978,吉林省长春市长春市
1850,张军,1978,1982,北京市北京市北京市
1851,张军,1982,1985,北京市北京市北京市
1852,张军,1985,1995,北京市北京市海淀区
1853,张军,1995,1998,北京市北京市北京市
1854,张军,1998,2000,北京市北京市北京市
1855,张军,2000,2001,北京市北京市北京市
1856,张军,2001,2003,北京市北京市北京市
1857,张军,2003,2005,北京市北京市北京市
1858,张军,2005,2007,北京市北京市北京市
1859,张军,2007,2008,北京市北京市北京市
1860,张军,2008,2012,北京市北京市北京市
1861,张军,2012,2017,北京市北京市北京市
1862,张军,2017,2018,北京市北京市北京市
1863,张又侠,1968,1971,北京市北京市北京市
1864,张又侠,1971,1977,北京市北京市北京市
1865,张又侠,1977,1979,北京市北京市北京市
1866,张又侠,1979,1979,北京市北京市北京市
1867,张又侠,1979,1981,北京市北京市北京市
1868,张又侠,1981,1983,北京市北京市北京市
1869,张又侠,1983,1984,北京市北京市北京市
1870,张又侠,1984,1987,北京市北京市北京市
1871,张又侠,1987,1990,北京市北京市北京市
